colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,mxconmod,patvis,pats_null,colid,mod,ccd,name,cid,ddomain,mxfacts,valueflag_cd,tval_char,colcd,valtype_cd,c_info,c_icd9,c_icd10,c_icd9pcs,c_icd10pcs,c_cpt,c_loinc,standard_code,c_hospinfect,c_decubulcer,c_endometab,c_thromb,c_cardiac,c_respiratory,c_hemorrhage,c_drugadverse,c_fluidmgmt,c_mother,c_fetus,c_surgcomp,c_hosptrauma,c_anaesthesia,c_delirium,c_cns,c_gastro,c_severe,c_psi,dispname,comment_persistant,rename,c_patdata,c_vitals,c_visdata,c_death,c_respillness,c_falls,c_exposescreen,c_corona,c_vent,c_multicode,c_diabetes,c_override_keep,dispname_short,c_mainresponse,c_response,c_truefalse,c_predictor,c_integer,c_numeric,c_special,c_agingpaper,c_safetypaper,c_safetypapernew,c_fampractice,components
v320_fcts_ptnts,_fcts_ptnts,,7,1,1,,312334,4,11,14837,v320_fcts_ptnts,2,11,T23.2 - Burn of second degree of wrist and hand,320,ICD10,4,,,v320,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T23.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v321_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,v321_unspcfd_ptnts,5,1,2,,312334,3,11,14839,v321_unspcfd_ptnts,2,8,"T24.0 - Burn of unspecified degree of lower limb, except ankle and foot",321,ICD10,3,,,v321,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T24.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v321_unspcfd_ptnts,_unspcfd_ptnts,,5,1,2,,312334,3,11,14839,v321_unspcfd_ptnts,2,8,"T24.0 - Burn of unspecified degree of lower limb, except ankle and foot",321,ICD10,3,,,v321,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T24.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v322_fcts_ptnts_tf,_fcts_ptnts_tf,v322_fcts_ptnts,6,1,2,,312336,3,9,14838,v322_fcts_ptnts,3,6,"T24.2 - Burn of second degree of lower limb, except ankle and foot",322,ICD10,3,,,v322,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T24.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v322_fcts_ptnts,_fcts_ptnts,,6,1,2,,312336,3,9,14838,v322_fcts_ptnts,3,6,"T24.2 - Burn of second degree of lower limb, except ankle and foot",322,ICD10,3,,,v322,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T24.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v323_unspcfd_ptnts_tf,_unspcfd_ptnts_tf,v323_unspcfd_ptnts,3,1,2,,312337,3,8,14841,v323_unspcfd_ptnts,3,4,T25.0 - Burn of unspecified degree of ankle and foot,323,ICD10,3,,,v323,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T25.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v323_unspcfd_ptnts,_unspcfd_ptnts,,3,1,2,,312337,3,8,14841,v323_unspcfd_ptnts,3,4,T25.0 - Burn of unspecified degree of ankle and foot,323,ICD10,3,,,v323,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T25.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v324_fcts_ptnts_tf,_fcts_ptnts_tf,v324_fcts_ptnts,7,1,3,,312331,4,14,14837,v324_fcts_ptnts,4,9,T25.2 - Burn of second degree of ankle and foot,324,ICD10,4,,,v324,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T25.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v324_fcts_ptnts,_fcts_ptnts,,7,1,3,,312331,4,14,14837,v324_fcts_ptnts,4,9,T25.2 - Burn of second degree of ankle and foot,324,ICD10,4,,,v324,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T25.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v326_undrdsng_pnclns_tf,_undrdsng_pnclns_tf,v326_undrdsng_pnclns,1,1,1,,312344,1,1,14843,v326_undrdsng_pnclns,1,1,"T36.0 - Poisoning by, adverse effect of and underdosing of penicillins",326,ICD10,1,,,v326,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T36.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v326_undrdsng_pnclns,_undrdsng_pnclns,,1,1,1,,312344,1,1,14843,v326_undrdsng_pnclns,1,1,"T36.0 - Poisoning by, adverse effect of and underdosing of penicillins",326,ICD10,1,,,v326,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T36.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v330_unspcfd_antbtc_tf,_unspcfd_antbtc_tf,v330_unspcfd_antbtc,3,1,1,,312342,2,3,14841,v330_unspcfd_antbtc,2,1,"T36.9 - Poisoning by, adverse effect of and underdosing of unspecified systemic antibiotic",330,ICD10,2,,,v330,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T36.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v330_unspcfd_antbtc,_unspcfd_antbtc,,3,1,1,,312342,2,3,14841,v330_unspcfd_antbtc,2,1,"T36.9 - Poisoning by, adverse effect of and underdosing of unspecified systemic antibiotic",330,ICD10,2,,,v330,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T36.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v331_antprstcs_tf,_antprstcs_tf,v331_antprstcs,1,1,1,,312344,1,1,14843,v331_antprstcs,1,1,"T37.8 - Poisoning by, adverse effect of and underdosing of other specified systemic anti-infectives and antiparasitics",331,ICD10,1,,,v331,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T37.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v331_antprstcs,_antprstcs,,1,1,1,,312344,1,1,14843,v331_antprstcs,1,1,"T37.8 - Poisoning by, adverse effect of and underdosing of other specified systemic anti-infectives and antiparasitics",331,ICD10,1,,,v331,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T37.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v332_glcrtcds_tf,_glcrtcds_tf,v332_glcrtcds,4,1,1,,312334,1,11,14840,v332_glcrtcds,1,4,"T38.0 - Poisoning by, adverse effect of and underdosing of glucocorticoids and synthetic analogues",332,ICD10,1,,,v332,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T38.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v332_glcrtcds,_glcrtcds,,4,1,1,,312334,1,11,14840,v332_glcrtcds,1,4,"T38.0 - Poisoning by, adverse effect of and underdosing of glucocorticoids and synthetic analogues",332,ICD10,1,,,v332,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T38.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v333_hpglcmc_antdbtc_tf,_hpglcmc_antdbtc_tf,v333_hpglcmc_antdbtc,1,1,1,,312344,1,1,14843,v333_hpglcmc_antdbtc,1,1,"T38.3 - Poisoning by, adverse effect of and underdosing of insulin and oral hypoglycemic [antidiabetic] drugs",333,ICD10,1,,,v333,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T38.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v333_hpglcmc_antdbtc,_hpglcmc_antdbtc,,1,1,1,,312344,1,1,14843,v333_hpglcmc_antdbtc,1,1,"T38.3 - Poisoning by, adverse effect of and underdosing of insulin and oral hypoglycemic [antidiabetic] drugs",333,ICD10,1,,,v333,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T38.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v336_ant_inflmtr_tf,_ant_inflmtr_tf,v336_ant_inflmtr,3,1,1,,312340,1,5,14841,v336_ant_inflmtr,1,5,"T39.3 - Poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [NSAID]",336,ICD10,1,,,v336,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T39.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v336_ant_inflmtr,_ant_inflmtr,,3,1,1,,312340,1,5,14841,v336_ant_inflmtr,1,5,"T39.3 - Poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [NSAID]",336,ICD10,1,,,v336,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T39.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v338_undrdsng_ptnts_tf,_undrdsng_ptnts_tf,v338_undrdsng_ptnts,7,1,1,,312338,2,7,14837,v338_undrdsng_ptnts,2,3,"T40.2 - Poisoning by, adverse effect of and underdosing of other opioids",338,ICD10,2,,,v338,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T40.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v338_undrdsng_ptnts,_undrdsng_ptnts,,7,1,1,,312338,2,7,14837,v338_undrdsng_ptnts,2,3,"T40.2 - Poisoning by, adverse effect of and underdosing of other opioids",338,ICD10,2,,,v338,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T40.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v339_undrdsng_mthdn_tf,_undrdsng_mthdn_tf,v339_undrdsng_mthdn,1,1,1,,312344,1,1,14843,v339_undrdsng_mthdn,1,1,"T40.3 - Poisoning by, adverse effect of and underdosing of methadone",339,ICD10,1,,,v339,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T40.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v339_undrdsng_mthdn,_undrdsng_mthdn,,1,1,1,,312344,1,1,14843,v339_undrdsng_mthdn,1,1,"T40.3 - Poisoning by, adverse effect of and underdosing of methadone",339,ICD10,1,,,v339,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T40.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v341_undrdsng_unspcfd_tf,_undrdsng_unspcfd_tf,v341_undrdsng_unspcfd,2,1,1,,312343,1,2,14842,v341_undrdsng_unspcfd,1,1,"T40.6 - Poisoning by, adverse effect of and underdosing of other and unspecified narcotics",341,ICD10,1,,,v341,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T40.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v341_undrdsng_unspcfd,_undrdsng_unspcfd,,2,1,1,,312343,1,2,14842,v341_undrdsng_unspcfd,1,1,"T40.6 - Poisoning by, adverse effect of and underdosing of other and unspecified narcotics",341,ICD10,1,,,v341,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T40.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v346_bnzdzpns_tf,_bnzdzpns_tf,v346_bnzdzpns,5,1,1,,312338,2,7,14839,v346_bnzdzpns,2,5,"T42.4 - Poisoning by, adverse effect of and underdosing of benzodiazepines",346,ICD10,2,,,v346,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T42.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v346_bnzdzpns,_bnzdzpns,,5,1,1,,312338,2,7,14839,v346_bnzdzpns,2,5,"T42.4 - Poisoning by, adverse effect of and underdosing of benzodiazepines",346,ICD10,2,,,v346,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T42.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v347_sdtv_hpntc_tf,_sdtv_hpntc_tf,v347_sdtv_hpntc,6,1,1,,312339,2,6,14838,v347_sdtv_hpntc,2,4,"T42.6 - Poisoning by, adverse effect of and underdosing of other antiepileptic and sedative-hypnotic drugs",347,ICD10,2,,,v347,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T42.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v347_sdtv_hpntc,_sdtv_hpntc,,6,1,1,,312339,2,6,14838,v347_sdtv_hpntc,2,4,"T42.6 - Poisoning by, adverse effect of and underdosing of other antiepileptic and sedative-hypnotic drugs",347,ICD10,2,,,v347,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T42.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v349_antdprsnts_tf,_antdprsnts_tf,v349_antdprsnts,1,1,1,,312344,2,1,14843,v349_antdprsnts,2,1,"T43.0 - Poisoning by, adverse effect of and underdosing of tricyclic and tetracyclic antidepressants",349,ICD10,2,,,v349,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T43.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v349_antdprsnts,_antdprsnts,,1,1,1,,312344,2,1,14843,v349_antdprsnts,2,1,"T43.0 - Poisoning by, adverse effect of and underdosing of tricyclic and tetracyclic antidepressants",349,ICD10,2,,,v349,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T43.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v350_antdprsnts_tf,_antdprsnts_tf,v350_antdprsnts,4,1,1,,312341,2,4,14840,v350_antdprsnts,2,3,"T43.2 - Poisoning by, adverse effect of and underdosing of other and unspecified antidepressants",350,ICD10,2,,,v350,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T43.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v350_antdprsnts,_antdprsnts,,4,1,1,,312341,2,4,14840,v350_antdprsnts,2,3,"T43.2 - Poisoning by, adverse effect of and underdosing of other and unspecified antidepressants",350,ICD10,2,,,v350,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T43.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v352_antpschtcs_nrlptcs_tf,_antpschtcs_nrlptcs_tf,v352_antpschtcs_nrlptcs,4,1,1,,312341,2,4,14840,v352_antpschtcs_nrlptcs,2,3,"T43.5 - Poisoning by, adverse effect of and underdosing of other and unspecified antipsychotics and neuroleptics",352,ICD10,2,,,v352,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T43.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v352_antpschtcs_nrlptcs,_antpschtcs_nrlptcs,,4,1,1,,312341,2,4,14840,v352_antpschtcs_nrlptcs,2,3,"T43.5 - Poisoning by, adverse effect of and underdosing of other and unspecified antipsychotics and neuroleptics",352,ICD10,2,,,v352,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T43.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v355_bt_adrnrcptr_tf,_bt_adrnrcptr_tf,v355_bt_adrnrcptr,1,1,1,,312344,1,1,14843,v355_bt_adrnrcptr,1,1,"T44.7 - Poisoning by, adverse effect of and underdosing of beta-adrenoreceptor antagonists",355,ICD10,1,,,v355,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T44.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v355_bt_adrnrcptr,_bt_adrnrcptr,,1,1,1,,312344,1,1,14843,v355_bt_adrnrcptr,1,1,"T44.7 - Poisoning by, adverse effect of and underdosing of beta-adrenoreceptor antagonists",355,ICD10,1,,,v355,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T44.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v357_imnsprsv_tf,_imnsprsv_tf,v357_imnsprsv,47,1,2,,312195,2,150,14797,v357_imnsprsv,3,3,"T45.1 - Poisoning by, adverse effect of and underdosing of antineoplastic and immunosuppressive drugs",357,ICD10,2,,,v357,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T45.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v357_imnsprsv,_imnsprsv,,47,1,2,,312195,2,150,14797,v357_imnsprsv,3,3,"T45.1 - Poisoning by, adverse effect of and underdosing of antineoplastic and immunosuppressive drugs",357,ICD10,2,,,v357,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T45.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v358_antcglnts_anthrmbtc_tf,_antcglnts_anthrmbtc_tf,v358_antcglnts_anthrmbtc,2,1,1,,312343,1,2,14842,v358_antcglnts_anthrmbtc,1,2,"T45.5 - Poisoning by, adverse effect of and underdosing of anticoagulants and antithrombotic drugs",358,ICD10,1,,,v358,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T45.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v358_antcglnts_anthrmbtc,_antcglnts_anthrmbtc,,2,1,1,,312343,1,2,14842,v358_antcglnts_anthrmbtc,1,2,"T45.5 - Poisoning by, adverse effect of and underdosing of anticoagulants and antithrombotic drugs",358,ICD10,1,,,v358,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T45.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v359_antcglnt_antgnsts_tf,_antcglnt_antgnsts_tf,v359_antcglnt_antgnsts,1,1,1,,312344,1,1,14843,v359_antcglnt_antgnsts,1,1,"T45.7 - Poisoning by, adverse effect of and underdosing of anticoagulant antagonists, vitamin K and other coagulants",359,ICD10,1,,,v359,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T45.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v359_antcglnt_antgnsts,_antcglnt_antgnsts,,1,1,1,,312344,1,1,14843,v359_antcglnt_antgnsts,1,1,"T45.7 - Poisoning by, adverse effect of and underdosing of anticoagulant antagonists, vitamin K and other coagulants",359,ICD10,1,,,v359,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:T45.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v361_crdc_stmlnt_tf,_crdc_stmlnt_tf,v361_crdc_stmlnt,1,1,1,,312344,1,1,14843,v361_crdc_stmlnt,1,1,"T46.0 - Poisoning by, adverse effect of and underdosing of cardiac-stimulant glycosides and drugs of similar action",361,ICD10,1,,,v361,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:T46.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
