colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,mxconmod,patvis,pats_null,colid,mod,ccd,name,cid,ddomain,mxfacts,valueflag_cd,tval_char,colcd,valtype_cd,c_info
v204_Rsprtn_ptnts,_Rsprtn_ptnts,,9925,1,122,1,203498,1,108847,4919,v204_Rsprtn_ptnts,,1,Respiration Rate,204,PAT_ENC,122,,,v204,,TRUE
v205_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v205_Unspcfd_ptnts,5,1,1,,312316,3,29,14839,v205_Unspcfd_ptnts,3,1,S01.00 - Unspecified open wound of scalp,205,ICD10,3,,,v205,,
v205_Unspcfd_ptnts,_Unspcfd_ptnts,,5,1,1,,312316,3,29,14839,v205_Unspcfd_ptnts,3,1,S01.00 - Unspecified open wound of scalp,205,ICD10,3,,,v205,,TRUE
v206_Lcrtn_ptnts_tf,_Lcrtn_ptnts_tf,v206_Lcrtn_ptnts,47,1,2,,312282,4,63,14797,v206_Lcrtn_ptnts,4,2,S01.01 - Laceration without foreign body of scalp,206,ICD10,4,,,v206,,
v206_Lcrtn_ptnts,_Lcrtn_ptnts,,47,1,2,,312282,4,63,14797,v206_Lcrtn_ptnts,4,2,S01.01 - Laceration without foreign body of scalp,206,ICD10,4,,,v206,,TRUE
v208_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v208_Unspcfd_ptnts,1,1,1,,312344,2,1,14843,v208_Unspcfd_ptnts,2,1,S01.20 - Unspecified open wound of nose,208,ICD10,2,,,v208,,
v208_Unspcfd_ptnts,_Unspcfd_ptnts,,1,1,1,,312344,2,1,14843,v208_Unspcfd_ptnts,2,1,S01.20 - Unspecified open wound of nose,208,ICD10,2,,,v208,,TRUE
v209_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v209_Unspcfd_ptnts,4,1,1,,312340,2,5,14840,v209_Unspcfd_ptnts,2,2,S01.30 - Unspecified open wound of ear,209,ICD10,2,,,v209,,
v209_Unspcfd_ptnts,_Unspcfd_ptnts,,4,1,1,,312340,2,5,14840,v209_Unspcfd_ptnts,2,2,S01.30 - Unspecified open wound of ear,209,ICD10,2,,,v209,,TRUE
v212_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v212_Unspcfd_ptnts,4,1,1,,312341,2,4,14840,v212_Unspcfd_ptnts,2,1,S01.80 - Unspecified open wound of other part of head,212,ICD10,2,,,v212,,
v212_Unspcfd_ptnts,_Unspcfd_ptnts,,4,1,1,,312341,2,4,14840,v212_Unspcfd_ptnts,2,1,S01.80 - Unspecified open wound of other part of head,212,ICD10,2,,,v212,,TRUE
v213_Unspcfd_unspcfd_tf,_Unspcfd_unspcfd_tf,v213_Unspcfd_unspcfd,2,1,1,,312300,3,45,14842,v213_Unspcfd_unspcfd,3,3,S01.90 - Unspecified open wound of unspecified part of head,213,ICD10,3,,,v213,,
v213_Unspcfd_unspcfd,_Unspcfd_unspcfd,,2,1,1,,312300,3,45,14842,v213_Unspcfd_unspcfd,3,3,S01.90 - Unspecified open wound of unspecified part of head,213,ICD10,3,,,v213,,TRUE
v214_trmtc__ptnts_tf,_trmtc__ptnts_tf,v214_trmtc__ptnts,12,1,2,,312329,2,16,14832,v214_trmtc__ptnts,3,1,S02.5 - Fracture of tooth (traumatic),214,ICD10,3,,,v214,,
v214_trmtc__ptnts,_trmtc__ptnts,,12,1,2,,312329,2,16,14832,v214_trmtc__ptnts,3,1,S02.5 - Fracture of tooth (traumatic),214,ICD10,3,,,v214,,TRUE
v215_Dslctn_ptnts_tf,_Dslctn_ptnts_tf,v215_Dslctn_ptnts,5,1,1,,312305,2,40,14839,v215_Dslctn_ptnts,4,2,S03.0 - Dislocation of jaw,215,ICD10,2,,,v215,,
v215_Dslctn_ptnts,_Dslctn_ptnts,,5,1,1,,312305,2,40,14839,v215_Dslctn_ptnts,4,2,S03.0 - Dislocation of jaw,215,ICD10,2,,,v215,,TRUE
v216_cnjnctv_ptnts_tf,_cnjnctv_ptnts_tf,v216_cnjnctv_ptnts,26,1,1,,312303,3,42,14818,v216_cnjnctv_ptnts,5,6,S05.0 - Injury of conjunctiva and corneal abrasion without foreign body,216,ICD10,3,,,v216,,
v216_cnjnctv_ptnts,_cnjnctv_ptnts,,26,1,1,,312303,3,42,14818,v216_cnjnctv_ptnts,5,6,S05.0 - Injury of conjunctiva and corneal abrasion without foreign body,216,ICD10,3,,,v216,,TRUE
v217_tss__ptnts_tf,_tss__ptnts_tf,v217_tss__ptnts,13,1,1,,312330,2,15,14831,v217_tss__ptnts,3,4,S05.1 - Contusion of eyeball and orbital tissues,217,ICD10,2,,,v217,,
v217_tss__ptnts,_tss__ptnts,,13,1,1,,312330,2,15,14831,v217_tss__ptnts,3,4,S05.1 - Contusion of eyeball and orbital tissues,217,ICD10,2,,,v217,,TRUE
v218_injrs_ptnts_tf,_injrs_ptnts_tf,v218_injrs_ptnts,11,1,1,,312332,2,13,14833,v218_injrs_ptnts,2,3,S05.8 - Other injuries of eye and orbit,218,ICD10,2,,,v218,,
v218_injrs_ptnts,_injrs_ptnts,,11,1,1,,312332,2,13,14833,v218_injrs_ptnts,2,3,S05.8 - Other injuries of eye and orbit,218,ICD10,2,,,v218,,TRUE
v219_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v219_Unspcfd_ptnts,41,1,1,,312172,4,173,14803,v219_Unspcfd_ptnts,4,4,S05.9 - Unspecified injury of eye and orbit,219,ICD10,4,,,v219,,
v219_Unspcfd_ptnts,_Unspcfd_ptnts,,41,1,1,,312172,4,173,14803,v219_Unspcfd_ptnts,4,4,S05.9 - Unspecified injury of eye and orbit,219,ICD10,4,,,v219,,TRUE
v220_Cncsn__ptnts_tf,_Cncsn__ptnts_tf,v220_Cncsn__ptnts,33,1,2,,312295,5,50,14811,v220_Cncsn__ptnts,5,5,S06.0 - Concussion,220,ICD10,5,,,v220,,
v220_Cncsn__ptnts,_Cncsn__ptnts,,33,1,2,,312295,5,50,14811,v220_Cncsn__ptnts,5,5,S06.0 - Concussion,220,ICD10,5,,,v220,,TRUE
v221_Trmtc_ptnts_tf,_Trmtc_ptnts_tf,v221_Trmtc_ptnts,5,1,1,,312331,2,14,14839,v221_Trmtc_ptnts,2,4,S06.1 - Traumatic cerebral edema,221,ICD10,2,,,v221,,
v221_Trmtc_ptnts,_Trmtc_ptnts,,5,1,1,,312331,2,14,14839,v221_Trmtc_ptnts,2,4,S06.1 - Traumatic cerebral edema,221,ICD10,2,,,v221,,TRUE
v222_hmrhg_ptnts_tf,_hmrhg_ptnts_tf,v222_hmrhg_ptnts,6,1,1,,312332,2,13,14838,v222_hmrhg_ptnts,2,2,S06.35 - Traumatic hemorrhage of left cerebrum,222,ICD10,2,,,v222,,
v222_hmrhg_ptnts,_hmrhg_ptnts,,6,1,1,,312332,2,13,14838,v222_hmrhg_ptnts,2,2,S06.35 - Traumatic hemorrhage of left cerebrum,222,ICD10,2,,,v222,,TRUE
v223_hmrhg__ptnts_tf,_hmrhg__ptnts_tf,v223_hmrhg__ptnts,4,1,1,,312339,4,6,14840,v223_hmrhg__ptnts,3,3,S06.4 - Epidural hemorrhage,223,ICD10,4,,,v223,,
v223_hmrhg__ptnts,_hmrhg__ptnts,,4,1,1,,312339,4,6,14840,v223_hmrhg__ptnts,3,3,S06.4 - Epidural hemorrhage,223,ICD10,4,,,v223,,TRUE
v224_hmrhg__ptnts_tf,_hmrhg__ptnts_tf,v224_hmrhg__ptnts,34,1,2,,312226,4,119,14810,v224_hmrhg__ptnts,4,6,S06.5 - Traumatic subdural hemorrhage,224,ICD10,4,,,v224,,
v224_hmrhg__ptnts,_hmrhg__ptnts,,34,1,2,,312226,4,119,14810,v224_hmrhg__ptnts,4,6,S06.5 - Traumatic subdural hemorrhage,224,ICD10,4,,,v224,,TRUE
v225_sbrchnd_hmrhg_tf,_sbrchnd_hmrhg_tf,v225_sbrchnd_hmrhg,27,1,2,,312280,4,65,14817,v225_sbrchnd_hmrhg,3,7,S06.6 - Traumatic subarachnoid hemorrhage,225,ICD10,4,,,v225,,
v225_sbrchnd_hmrhg,_sbrchnd_hmrhg,,27,1,2,,312280,4,65,14817,v225_sbrchnd_hmrhg,3,7,S06.6 - Traumatic subarachnoid hemorrhage,225,ICD10,4,,,v225,,TRUE
v226_Unspcfd_intrcrnl_tf,_Unspcfd_intrcrnl_tf,v226_Unspcfd_intrcrnl,40,1,2,,312267,3,78,14804,v226_Unspcfd_intrcrnl,5,6,S06.9 - Unspecified intracranial injury,226,ICD10,3,,,v226,,
v226_Unspcfd_intrcrnl,_Unspcfd_intrcrnl,,40,1,2,,312267,3,78,14804,v226_Unspcfd_intrcrnl,5,6,S06.9 - Unspecified intracranial injury,226,ICD10,3,,,v226,,TRUE
v228_spcfd_ptnts_tf,_spcfd_ptnts_tf,v228_spcfd_ptnts,6,1,1,,312339,2,6,14838,v228_spcfd_ptnts,3,1,S09.8 - Other specified injuries of head,228,ICD10,2,,,v228,,
v228_spcfd_ptnts,_spcfd_ptnts,,6,1,1,,312339,2,6,14838,v228_spcfd_ptnts,3,1,S09.8 - Other specified injuries of head,228,ICD10,2,,,v228,,TRUE
v229_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v229_Unspcfd_ptnts,88,1,2,,312194,4,151,14756,v229_Unspcfd_ptnts,4,3,S09.9 - Unspecified injury of face and head,229,ICD10,4,,,v229,,
v229_Unspcfd_ptnts,_Unspcfd_ptnts,,88,1,2,,312194,4,151,14756,v229_Unspcfd_ptnts,4,3,S09.9 - Unspecified injury of face and head,229,ICD10,4,,,v229,,TRUE
v231_Sprfcl_unspcfd_tf,_Sprfcl_unspcfd_tf,v231_Sprfcl_unspcfd,9,1,2,,312334,2,11,14835,v231_Sprfcl_unspcfd,3,4,S10.9 - Superficial injury of unspecified part of neck,231,ICD10,2,,,v231,,
v231_Sprfcl_unspcfd,_Sprfcl_unspcfd,,9,1,2,,312334,2,11,14835,v231_Sprfcl_unspcfd,3,4,S10.9 - Superficial injury of unspecified part of neck,231,ICD10,2,,,v231,,TRUE
v232_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v232_Cntsn_ptnts,21,1,2,,312314,4,31,14823,v232_Cntsn_ptnts,4,6,S20.2 - Contusion of thorax,232,ICD10,4,,,v232,,
v232_Cntsn_ptnts,_Cntsn_ptnts,,21,1,2,,312314,4,31,14823,v232_Cntsn_ptnts,4,6,S20.2 - Contusion of thorax,232,ICD10,4,,,v232,,TRUE
v234_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v234_Cntsn_ptnts,5,1,1,,312339,2,6,14839,v234_Cntsn_ptnts,2,2,S30.0 - Contusion of lower back and pelvis,234,ICD10,2,,,v234,,
v234_Cntsn_ptnts,_Cntsn_ptnts,,5,1,1,,312339,2,6,14839,v234_Cntsn_ptnts,2,2,S30.0 - Contusion of lower back and pelvis,234,ICD10,2,,,v234,,TRUE
v235_abdmnl_ptnts_tf,_abdmnl_ptnts_tf,v235_abdmnl_ptnts,21,1,1,,312301,3,44,14823,v235_abdmnl_ptnts,4,1,S30.1 - Contusion of abdominal wall,235,ICD10,3,,,v235,,
v235_abdmnl_ptnts,_abdmnl_ptnts,,21,1,1,,312301,3,44,14823,v235_abdmnl_ptnts,4,1,S30.1 - Contusion of abdominal wall,235,ICD10,3,,,v235,,TRUE
v236_gntls__ptnts_tf,_gntls__ptnts_tf,v236_gntls__ptnts,8,1,1,,312337,2,8,14836,v236_gntls__ptnts,2,4,"S30.81 - Abrasion of abdomen, lower back, pelvis and external genitals",236,ICD10,2,,,v236,,
v236_gntls__ptnts,_gntls__ptnts,,8,1,1,,312337,2,8,14836,v236_gntls__ptnts,2,4,"S30.81 - Abrasion of abdomen, lower back, pelvis and external genitals",236,ICD10,2,,,v236,,TRUE
v238_lgmnts_ptnts_tf,_lgmnts_ptnts_tf,v238_lgmnts_ptnts,9,1,2,,312331,2,14,14835,v238_lgmnts_ptnts,3,2,S33.5 - Sprain of ligaments of lumbar spine,238,ICD10,2,,,v238,,
v238_lgmnts_ptnts,_lgmnts_ptnts,,9,1,2,,312331,2,14,14835,v238_lgmnts_ptnts,3,2,S33.5 - Sprain of ligaments of lumbar spine,238,ICD10,2,,,v238,,TRUE
v239_infr_ptnts_tf,_infr_ptnts_tf,v239_infr_ptnts,1,1,1,,312344,1,1,14843,v239_infr_ptnts,1,1,S35.1 - Injury of inferior vena cava,239,ICD10,1,,,v239,,
v239_infr_ptnts,_infr_ptnts,,1,1,1,,312344,1,1,14843,v239_infr_ptnts,1,1,S35.1 - Injury of inferior vena cava,239,ICD10,1,,,v239,,TRUE
v242_gntls_ptnts_tf,_gntls_ptnts_tf,v242_gntls_ptnts,8,1,1,,312337,3,8,14836,v242_gntls_ptnts,3,6,"S39.8 - Other specified injuries of abdomen, lower back, pelvis and external genitals",242,ICD10,3,,,v242,,
v242_gntls_ptnts,_gntls_ptnts,,8,1,1,,312337,3,8,14836,v242_gntls_ptnts,3,6,"S39.8 - Other specified injuries of abdomen, lower back, pelvis and external genitals",242,ICD10,3,,,v242,,TRUE
v243_Unspcfd_gntls_tf,_Unspcfd_gntls_tf,v243_Unspcfd_gntls,12,1,2,,312293,3,52,14832,v243_Unspcfd_gntls,4,5,"S39.9 - Unspecified injury of abdomen, lower back, pelvis and external genitals",243,ICD10,3,,,v243,,
v243_Unspcfd_gntls,_Unspcfd_gntls,,12,1,2,,312293,3,52,14832,v243_Unspcfd_gntls,4,5,"S39.9 - Unspecified injury of abdomen, lower back, pelvis and external genitals",243,ICD10,3,,,v243,,TRUE
v244_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v244_Cntsn_ptnts,11,1,2,,312334,3,11,14833,v244_Cntsn_ptnts,3,5,S40.0 - Contusion of shoulder and upper arm,244,ICD10,3,,,v244,,
v244_Cntsn_ptnts,_Cntsn_ptnts,,11,1,2,,312334,3,11,14833,v244_Cntsn_ptnts,3,5,S40.0 - Contusion of shoulder and upper arm,244,ICD10,3,,,v244,,TRUE
v245_sprfcl_ptnts_tf,_sprfcl_ptnts_tf,v245_sprfcl_ptnts,9,1,2,,312336,3,9,14835,v245_sprfcl_ptnts,3,6,S40.8 - Other superficial injuries of upper arm,245,ICD10,3,,,v245,,
v245_sprfcl_ptnts,_sprfcl_ptnts,,9,1,2,,312336,3,9,14835,v245_sprfcl_ptnts,3,6,S40.8 - Other superficial injuries of upper arm,245,ICD10,3,,,v245,,TRUE
v246_Unspcfd_sprfcl_tf,_Unspcfd_sprfcl_tf,v246_Unspcfd_sprfcl,1,1,1,,312344,2,1,14843,v246_Unspcfd_sprfcl,2,1,S40.9 - Unspecified superficial injury of shoulder and upper arm,246,ICD10,2,,,v246,,
v246_Unspcfd_sprfcl,_Unspcfd_sprfcl,,1,1,1,,312344,2,1,14843,v246_Unspcfd_sprfcl,2,1,S40.9 - Unspecified superficial injury of shoulder and upper arm,246,ICD10,2,,,v246,,TRUE
v247_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v247_Unspcfd_ptnts,4,1,2,,312340,3,5,14840,v247_Unspcfd_ptnts,4,4,S41.10 - Unspecified open wound of upper arm,247,ICD10,3,,,v247,,
v247_Unspcfd_ptnts,_Unspcfd_ptnts,,4,1,2,,312340,3,5,14840,v247_Unspcfd_ptnts,4,4,S41.10 - Unspecified open wound of upper arm,247,ICD10,3,,,v247,,TRUE
v248_Lcrtn_ptnts_tf,_Lcrtn_ptnts_tf,v248_Lcrtn_ptnts,3,1,1,,312337,2,8,14841,v248_Lcrtn_ptnts,3,2,S41.11 - Laceration without foreign body of upper arm,248,ICD10,2,,,v248,,
v248_Lcrtn_ptnts,_Lcrtn_ptnts,,3,1,1,,312337,2,8,14841,v248_Lcrtn_ptnts,3,2,S41.11 - Laceration without foreign body of upper arm,248,ICD10,2,,,v248,,TRUE
v249_Unspcfd_shldr_tf,_Unspcfd_shldr_tf,v249_Unspcfd_shldr,2,1,1,,312343,2,2,14842,v249_Unspcfd_shldr,3,2,S46.00 - Unspecified injury of muscle(s) and tendon(s) of the rotator cuff of shoulder,249,ICD10,2,,,v249,,
v249_Unspcfd_shldr,_Unspcfd_shldr,,2,1,1,,312343,2,2,14842,v249_Unspcfd_shldr,3,2,S46.00 - Unspecified injury of muscle(s) and tendon(s) of the rotator cuff of shoulder,249,ICD10,2,,,v249,,TRUE
v250_spcfd_ptnts_tf,_spcfd_ptnts_tf,v250_spcfd_ptnts,5,1,1,,312340,2,5,14839,v250_spcfd_ptnts,2,2,S49.8 - Other specified injuries of shoulder and upper arm,250,ICD10,2,,,v250,,
v250_spcfd_ptnts,_spcfd_ptnts,,5,1,1,,312340,2,5,14839,v250_spcfd_ptnts,2,2,S49.8 - Other specified injuries of shoulder and upper arm,250,ICD10,2,,,v250,,TRUE
v251_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v251_Unspcfd_ptnts,19,1,2,,312325,2,20,14825,v251_Unspcfd_ptnts,3,4,S49.9 - Unspecified injury of shoulder and upper arm,251,ICD10,2,,,v251,,
v251_Unspcfd_ptnts,_Unspcfd_ptnts,,19,1,2,,312325,2,20,14825,v251_Unspcfd_ptnts,3,4,S49.9 - Unspecified injury of shoulder and upper arm,251,ICD10,2,,,v251,,TRUE
v252_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v252_Cntsn_ptnts,4,1,2,,312340,3,5,14840,v252_Cntsn_ptnts,3,3,S50.0 - Contusion of elbow,252,ICD10,3,,,v252,,
v252_Cntsn_ptnts,_Cntsn_ptnts,,4,1,2,,312340,3,5,14840,v252_Cntsn_ptnts,3,3,S50.0 - Contusion of elbow,252,ICD10,3,,,v252,,TRUE
v253_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v253_Cntsn_ptnts,3,1,1,,312342,2,3,14841,v253_Cntsn_ptnts,2,3,S50.1 - Contusion of forearm,253,ICD10,2,,,v253,,
v253_Cntsn_ptnts,_Cntsn_ptnts,,3,1,1,,312342,2,3,14841,v253_Cntsn_ptnts,2,3,S50.1 - Contusion of forearm,253,ICD10,2,,,v253,,TRUE
v254_sprfcl_ptnts_tf,_sprfcl_ptnts_tf,v254_sprfcl_ptnts,1,1,1,,312344,1,1,14843,v254_sprfcl_ptnts,1,1,S50.8 - Other superficial injuries of forearm,254,ICD10,1,,,v254,,
v254_sprfcl_ptnts,_sprfcl_ptnts,,1,1,1,,312344,1,1,14843,v254_sprfcl_ptnts,1,1,S50.8 - Other superficial injuries of forearm,254,ICD10,1,,,v254,,TRUE
v255_Unspcfd_sprfcl_tf,_Unspcfd_sprfcl_tf,v255_Unspcfd_sprfcl,1,1,1,,312344,2,1,14843,v255_Unspcfd_sprfcl,2,1,S50.9 - Unspecified superficial injury of elbow and forearm,255,ICD10,2,,,v255,,
v255_Unspcfd_sprfcl,_Unspcfd_sprfcl,,1,1,1,,312344,2,1,14843,v255_Unspcfd_sprfcl,2,1,S50.9 - Unspecified superficial injury of elbow and forearm,255,ICD10,2,,,v255,,TRUE
v256_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v256_Unspcfd_ptnts,2,1,1,,312343,1,2,14842,v256_Unspcfd_ptnts,1,2,S51.00 - Unspecified open wound of elbow,256,ICD10,1,,,v256,,
v256_Unspcfd_ptnts,_Unspcfd_ptnts,,2,1,1,,312343,1,2,14842,v256_Unspcfd_ptnts,1,2,S51.00 - Unspecified open wound of elbow,256,ICD10,1,,,v256,,TRUE
v257_Lcrtn_ptnts_tf,_Lcrtn_ptnts_tf,v257_Lcrtn_ptnts,3,1,1,,312341,1,4,14841,v257_Lcrtn_ptnts,1,3,S51.01 - Laceration without foreign body of elbow,257,ICD10,1,,,v257,,
v257_Lcrtn_ptnts,_Lcrtn_ptnts,,3,1,1,,312341,1,4,14841,v257_Lcrtn_ptnts,1,3,S51.01 - Laceration without foreign body of elbow,257,ICD10,1,,,v257,,TRUE
v260_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v260_Unspcfd_ptnts,15,1,1,,312325,3,20,14829,v260_Unspcfd_ptnts,3,4,S59.9 - Unspecified injury of elbow and forearm,260,ICD10,3,,,v260,,
v260_Unspcfd_ptnts,_Unspcfd_ptnts,,15,1,1,,312325,3,20,14829,v260_Unspcfd_ptnts,3,4,S59.9 - Unspecified injury of elbow and forearm,260,ICD10,3,,,v260,,TRUE
v261_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v261_Cntsn_ptnts,9,1,2,,312335,2,10,14835,v261_Cntsn_ptnts,3,8,S60.0 - Contusion of finger without damage to nail,261,ICD10,2,,,v261,,
v261_Cntsn_ptnts,_Cntsn_ptnts,,9,1,2,,312335,2,10,14835,v261_Cntsn_ptnts,3,8,S60.0 - Contusion of finger without damage to nail,261,ICD10,2,,,v261,,TRUE
v262_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v262_Cntsn_ptnts,11,1,1,,312333,2,12,14833,v262_Cntsn_ptnts,3,6,S60.2 - Contusion of wrist and hand,262,ICD10,2,,,v262,,
v262_Cntsn_ptnts,_Cntsn_ptnts,,11,1,1,,312333,2,12,14833,v262_Cntsn_ptnts,3,6,S60.2 - Contusion of wrist and hand,262,ICD10,2,,,v262,,TRUE
v263_sprfcl_ptnts_tf,_sprfcl_ptnts_tf,v263_sprfcl_ptnts,2,1,1,,312342,4,3,14842,v263_sprfcl_ptnts,3,3,S60.8 - Other superficial injuries of wrist,263,ICD10,4,,,v263,,
v263_sprfcl_ptnts,_sprfcl_ptnts,,2,1,1,,312342,4,3,14842,v263_sprfcl_ptnts,3,3,S60.8 - Other superficial injuries of wrist,263,ICD10,4,,,v263,,TRUE
v265_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v265_Unspcfd_ptnts,1,1,1,,312340,2,5,14843,v265_Unspcfd_ptnts,3,2,S61.00 - Unspecified open wound of thumb without damage to nail,265,ICD10,2,,,v265,,
v265_Unspcfd_ptnts,_Unspcfd_ptnts,,1,1,1,,312340,2,5,14843,v265_Unspcfd_ptnts,3,2,S61.00 - Unspecified open wound of thumb without damage to nail,265,ICD10,2,,,v265,,TRUE
v266_spcfd_ptnts_tf,_spcfd_ptnts_tf,v266_spcfd_ptnts,4,1,1,,312341,2,4,14840,v266_spcfd_ptnts,2,1,S63.59 - Other specified sprain of wrist,266,ICD10,2,,,v266,,
v266_spcfd_ptnts,_spcfd_ptnts,,4,1,1,,312341,2,4,14840,v266_spcfd_ptnts,2,1,S63.59 - Other specified sprain of wrist,266,ICD10,2,,,v266,,TRUE
v267_fngr_s__ptnts_tf,_fngr_s__ptnts_tf,v267_fngr_s__ptnts,1,1,1,,312344,1,1,14843,v267_fngr_s__ptnts,1,1,"S69.8 - Other specified injuries of wrist, hand and finger(s)",267,ICD10,1,,,v267,,
v267_fngr_s__ptnts,_fngr_s__ptnts,,1,1,1,,312344,1,1,14843,v267_fngr_s__ptnts,1,1,"S69.8 - Other specified injuries of wrist, hand and finger(s)",267,ICD10,1,,,v267,,TRUE
v268_Unspcfd_fngr_s_tf,_Unspcfd_fngr_s_tf,v268_Unspcfd_fngr_s,58,1,2,,312275,5,70,14786,v268_Unspcfd_fngr_s,4,7,"S69.9 - Unspecified injury of wrist, hand and finger(s)",268,ICD10,5,,,v268,,
v268_Unspcfd_fngr_s,_Unspcfd_fngr_s,,58,1,2,,312275,5,70,14786,v268_Unspcfd_fngr_s,4,7,"S69.9 - Unspecified injury of wrist, hand and finger(s)",268,ICD10,5,,,v268,,TRUE
v269_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v269_Cntsn_ptnts,6,1,1,,312339,2,6,14838,v269_Cntsn_ptnts,3,3,S70.0 - Contusion of hip,269,ICD10,2,,,v269,,
v269_Cntsn_ptnts,_Cntsn_ptnts,,6,1,1,,312339,2,6,14838,v269_Cntsn_ptnts,3,3,S70.0 - Contusion of hip,269,ICD10,2,,,v269,,TRUE
v270_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v270_Cntsn_ptnts,9,1,2,,312328,3,17,14835,v270_Cntsn_ptnts,3,4,S70.1 - Contusion of thigh,270,ICD10,3,,,v270,,
v270_Cntsn_ptnts,_Cntsn_ptnts,,9,1,2,,312328,3,17,14835,v270_Cntsn_ptnts,3,4,S70.1 - Contusion of thigh,270,ICD10,3,,,v270,,TRUE
v272_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v272_Unspcfd_ptnts,6,1,1,,312337,2,8,14838,v272_Unspcfd_ptnts,2,4,S71.10 - Unspecified open wound of thigh,272,ICD10,2,,,v272,,
v272_Unspcfd_ptnts,_Unspcfd_ptnts,,6,1,1,,312337,2,8,14838,v272_Unspcfd_ptnts,2,4,S71.10 - Unspecified open wound of thigh,272,ICD10,2,,,v272,,TRUE
v273_Lcrtn_ptnts_tf,_Lcrtn_ptnts_tf,v273_Lcrtn_ptnts,4,1,1,,312340,2,5,14840,v273_Lcrtn_ptnts,2,2,S71.11 - Laceration without foreign body of thigh,273,ICD10,2,,,v273,,
v273_Lcrtn_ptnts,_Lcrtn_ptnts,,4,1,1,,312340,2,5,14840,v273_Lcrtn_ptnts,2,2,S71.11 - Laceration without foreign body of thigh,273,ICD10,2,,,v273,,TRUE
v274_artr_ptnts_tf,_artr_ptnts_tf,v274_artr_ptnts,3,1,1,,312334,4,11,14841,v274_artr_ptnts,3,7,S75.0 - Injury of femoral artery,274,ICD10,4,,,v274,,
v274_artr_ptnts,_artr_ptnts,,3,1,1,,312334,4,11,14841,v274_artr_ptnts,3,7,S75.0 - Injury of femoral artery,274,ICD10,4,,,v274,,TRUE
v275_Unspcfd_ptnts_tf,_Unspcfd_ptnts_tf,v275_Unspcfd_ptnts,7,1,1,,312338,2,7,14837,v275_Unspcfd_ptnts,2,4,S79.9 - Unspecified injury of hip and thigh,275,ICD10,2,,,v275,,
v275_Unspcfd_ptnts,_Unspcfd_ptnts,,7,1,1,,312338,2,7,14837,v275_Unspcfd_ptnts,2,4,S79.9 - Unspecified injury of hip and thigh,275,ICD10,2,,,v275,,TRUE
v276_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v276_Cntsn_ptnts,17,1,2,,312325,3,20,14827,v276_Cntsn_ptnts,4,6,S80.0 - Contusion of knee,276,ICD10,3,,,v276,,
v276_Cntsn_ptnts,_Cntsn_ptnts,,17,1,2,,312325,3,20,14827,v276_Cntsn_ptnts,4,6,S80.0 - Contusion of knee,276,ICD10,3,,,v276,,TRUE
v277_Cntsn_ptnts_tf,_Cntsn_ptnts_tf,v277_Cntsn_ptnts,18,1,2,,312325,3,20,14826,v277_Cntsn_ptnts,4,5,S80.1 - Contusion of lower leg,277,ICD10,3,,,v277,,
v277_Cntsn_ptnts,_Cntsn_ptnts,,18,1,2,,312325,3,20,14826,v277_Cntsn_ptnts,4,5,S80.1 - Contusion of lower leg,277,ICD10,3,,,v277,,TRUE
v278_sprfcl_ptnts_tf,_sprfcl_ptnts_tf,v278_sprfcl_ptnts,22,1,2,,312321,3,24,14822,v278_sprfcl_ptnts,3,10,S80.8 - Other superficial injuries of lower leg,278,ICD10,3,,,v278,,
v278_sprfcl_ptnts,_sprfcl_ptnts,,22,1,2,,312321,3,24,14822,v278_sprfcl_ptnts,3,10,S80.8 - Other superficial injuries of lower leg,278,ICD10,3,,,v278,,TRUE
v279_Unspcfd_sprfcl_tf,_Unspcfd_sprfcl_tf,v279_Unspcfd_sprfcl,2,1,1,,312340,2,5,14842,v279_Unspcfd_sprfcl,3,2,S80.9 - Unspecified superficial injury of knee and lower leg,279,ICD10,2,,,v279,,
